"Year" "Age" "Female" "Male" "Total"
"138" 1981 "36" 1615.50390004135 3985.11809319544 NA
"139" 1981 "37" 1574.45535997589 3476.86456191206 NA
"140" 1981 "38" 1705.22429273948 3429.51670042016 NA
"141" 1981 "39" 1903.74927988419 4064.77159672239 NA
"142" 1981 "40" 1504.55465554772 3340.70401651697 NA
"143" 1981 "41" 2120.05241556806 4574.92078491635 NA
"144" 1981 "42" 3059.19140038348 5207.4764282072 NA
"145" 1981 "43" 1848.6373555201 4942.3277128682 NA
"146" 1981 "44" 1860.24950397764 5925.40102826643 NA
"147" 1981 "45" 2928.13997500099 5403.94983988192 NA
"148" 1981 "46" 3747.47232777728 6539.31437697408 NA
"149" 1981 "47" 2924.16072540254 5756.97102985546 NA
"150" 1981 "48" 3311.54055011183 8049.71872986993 NA
"151" 1981 "49" 4101.5714046707 7039.78818732306 NA
"152" 1981 "50" 3443.09887821414 8607.43669537107 NA
"153" 1981 "51" 6297.9035587555 10476.8988301406 NA
"154" 1981 "52" 4175.9175438541 9629.70828236386 NA
"155" 1981 "53" 7850.01470068796 8423.04343472036 NA
"156" 1981 "54" 6912.90769142883 14473.9621432234 NA
"157" 1981 "55" 8166.49332705368 11939.3884681637 NA
"158" 1981 "56" 9253.55300442256 17078.8235625308 NA
"159" 1981 "57" 9182.57571957752 12925.2350792093 NA
"160" 1981 "58" 7382.95810785438 17872.4125145873 NA
"161" 1981 "59" 13116.1189198578 13238.7851871364 NA
"162" 1981 "60" 10920.9648994994 13424.8740961317 NA
"163" 1981 "61" 10437.5432282022 23953.6202743109 NA
"164" 1981 "62" 11624.0584088851 18828.8104697965 NA
"165" 1981 "63" 12224.4842421025 20754.2488537738 NA
"166" 1981 "64" 10824.4565395271 22754.0070395867 NA
"167" 1981 "65" 16913.3828615666 29504.4919641623 NA
"168" 1981 "66" 15901.1329981072 25670.7548099713 NA
"169" 1981 "67" 18524.044208402 33568.0967114019 NA
"170" 1981 "68" 16674.1929225281 29885.750285387 NA
"171" 1981 "69" 20830.2490447587 30740.4276347549 NA
"172" 1981 "70" 19693.8105553951 31830.3619953214 NA
"173" 1981 "71" 18899.6070027081 24680.720595339 NA
"174" 1981 "72" 18010.9309913992 33267.5541191458 NA
"175" 1981 "73" 19475.7962823308 32310.4425724538 NA
"176" 1981 "74" 20850.0135596502 21659.9787488519 NA
"177" 1981 "75" 20699.8960678724 35553.1414345867 NA
"178" 1981 "76" 26934.3896567288 25278.7650331108 NA
"179" 1981 "77" 19922.7720031011 30786.6537161689 NA
"180" 1981 "78" 30771.2886561363 24257.8595852472 NA
"181" 1981 "79" 26908.2391760081 30812.7460366043 NA
"182" 1981 "80" 36549.5224589719 27696.147139793 NA
"183" 1981 "81" 34959.3607352893 26682.0428772066 NA
"184" 1981 "82" 28443.0781974011 17846.3471893305 NA
"185" 1981 "83" 29231.6238663418 25493.2877363611 NA
"186" 1981 "84" 21716.3406473544 23499.0601173428 NA
"187" 1981 "85" 36072.6875752546 24333.8930160417 NA
"188" 1981 "86" 32280.5856563075 22056.4746109596 NA
"189" 1981 "87" 27250.5084208064 20239.8708938104 NA
"190" 1981 "88" 20276.5690255468 12132.9785586527 NA
"191" 1981 "89" 28271.7835541116 9505.13464850172 NA
"192" 1981 "90" 25327.3795166901 12520.6034486998 NA
"193" 1981 "91" 14583.0308801612 11072.3477475194 NA
"194" 1981 "92" 17270.2000249911 8011.55381231695 NA
"195" 1981 "93" 15427.04972772 5077.60430082701 NA
"196" 1981 "94" 10291.6176107288 3792.18099728476 NA
"197" 1981 "95" 8737.04456096439 3964.42331553058 NA
"198" 1981 "96" 6994.08822050315 2773.89190695378 NA
"199" 1981 "97" 4777.10748262182 1311.33900201989 NA
"200" 1981 "98" 4073.45574168061 1130.1838311432 NA
"201" 1981 "99" 1708.17043647636 795.342022717246 NA
"202" 1981 "100" 2154.47519380712 493.322020676208 NA
"203" 1982 "0" 15514.4519109817 24436.9085100538 NA
"204" 1982 "1" 1320.45419317581 1514.46210682282 NA
"205" 1982 "2" 898.705362752278 1390.61545349071 NA
"206" 1982 "3" 634.355509254237 866.011645235415 NA
"207" 1982 "4" 507.824999822982 529.278005576576 NA
"208" 1982 "5" 504.999009789772 660.528986425353 NA
"209" 1982 "6" 397.025487150862 398.1711418372 NA
"210" 1982 "7" 412.146980868261 718.568042212172 NA
"211" 1982 "8" 285.304528136168 483.910482518873 NA
"212" 1982 "9" 345.306676881581 391.944528687252 NA
"213" 1982 "10" 385.218848043114 582.337936342214 NA
"214" 1982 "11" 342.872832526694 523.711138592346 NA
"215" 1982 "12" 378.133236705139 782.604041141132 NA
"216" 1982 "13" 301.953854211047 783.462349853653 NA
"217" 1982 "14" 353.588410370091 1014.05513510682 NA
"218" 1982 "15" 666.115055414148 1183.64821952632 NA
"219" 1982 "16" 884.366901420441 2232.43515073069 NA
"220" 1982 "17" 797.60540271434 3034.76343668308 NA
"221" 1982 "18" 1155.29798412825 3986.17357727393 NA
"222" 1982 "19" 1454.00079642298 3152.89255604842 NA
"223" 1982 "20" 1173.25822160591 4340.88086911147 NA
"224" 1982 "21" 1332.85967627989 4330.5566400923 NA
"225" 1982 "22" 1429.27077372854 3803.99988179283 NA
"226" 1982 "23" 1277.16416304738 4077.55101835148 NA
"227" 1982 "24" 1124.48162587767 2749.66231271293 NA
"228" 1982 "25" 1213.92203341795 4072.7076092142 NA
"229" 1982 "26" 1244.2352124224 3506.12769099345 NA
"230" 1982 "27" 1138.06680847231 4445.14172448987 NA
"231" 1982 "28" 1083.91529967768 3831.58062113289 NA
"232" 1982 "29" 1352.45810997606 3007.54100323597 NA
"233" 1982 "30" 1112.17835985081 4122.1602507516 NA
"234" 1982 "31" 1031.91216035731 3910.65997037845 NA
"235" 1982 "32" 1779.41182957154 2863.12631057759 NA
"236" 1982 "33" 1205.72681889295 2605.69779866599 NA
"237" 1982 "34" 2041.69637382028 3757.53392051938 NA
"238" 1982 "35" 1802.31567721035 2996.04707780806 NA
"239" 1982 "36" 1357.02065104998 3492.93586090143 NA
"240" 1982 "37" 1279.29778112337 2696.40495434523 NA
"241" 1982 "38" 1442.99508974237 2925.26573342285 NA
"242" 1982 "39" 2172.68068485177 3133.64040222737 NA
"243" 1982 "40" 1606.7235492431 4084.40481014393 NA
"244" 1982 "41" 2388.0520180976 4111.20482758796 NA
"245" 1982 "42" 2035.30928709467 4634.52331864156 NA
"246" 1982 "43" 2161.94486016273 3353.96171098446 NA
"247" 1982 "44" 3248.41776630688 4101.1402617313 NA
"248" 1982 "45" 3174.07981735095 4401.35103958377 NA
"249" 1982 "46" 2588.6234679974 4536.80128702557 NA
"250" 1982 "47" 3659.75473153427 7642.70641678203 NA
"251" 1982 "48" 2770.68469352325 5199.692653018 NA
"252" 1982 "49" 4503.64020688241 7219.34145406929 NA
"253" 1982 "50" 5030.65257464437 7056.14050737324 NA
"254" 1982 "51" 3889.21233726919 10118.2829281228 NA
"255" 1982 "52" 4640.41012675965 9240.26597368388 NA
"256" 1982 "53" 6313.51828560022 11365.2791627235 NA
"257" 1982 "54" 6063.49874181195 12543.3602346293 NA
"258" 1982 "55" 8907.92324255157 9523.17756601119 NA
"259" 1982 "56" 9983.61272761089 12521.9537459372 NA
"260" 1982 "57" 7573.87477455535 14878.0815492553 NA
"261" 1982 "58" 8838.32737726526 13449.9200550546 NA
"262" 1982 "59" 7255.74781824542 17308.1477943298 NA
"263" 1982 "60" 12441.1813302965 24307.3887349256 NA
"264" 1982 "61" 11387.687535603 23759.421420131 NA
"265" 1982 "62" 11510.9935058882 17989.7766179066 NA
"266" 1982 "63" 10225.9635126329 17110.8994795744 NA
"267" 1982 "64" 12463.4823708363 20953.8012712903 NA
"268" 1982 "65" 18256.1619783744 30452.8165650885 NA
"269" 1982 "66" 16863.837789389 25419.7712615999 NA
"270" 1982 "67" 12514.0435706272 27450.8357416745 NA
"271" 1982 "68" 19003.5182070422 31314.2903373279 NA
"272" 1982 "69" 16956.6396911037 21259.8027714149 NA
"273" 1982 "70" 18738.4103732111 24200.7187715491 NA
"274" 1982 "71" 19764.142889311 22889.9827920013 NA
"275" 1982 "72" 16906.1330450448 25207.2665652673 NA
"276" 1982 "73" 17546.9683171125 31516.6386275743 NA
"277" 1982 "74" 23320.3781164361 21907.8658040308 NA
"278" 1982 "75" 18342.2296687885 28867.2666086034 NA
"279" 1982 "76" 17660.1496097465 29054.1016359945 NA
"280" 1982 "77" 32992.7534191401 33045.2775835023 NA
"281" 1982 "78" 32506.111575438 28875.4422939254 NA
"282" 1982 "79" 24213.0713302425 27415.6649609339 NA
"283" 1982 "80" 30233.5540208265 30023.2653782983 NA
"284" 1982 "81" 21237.1378356258 30388.0645205869 NA
"285" 1982 "82" 21948.7854806882 27648.348576007 NA
"286" 1982 "83" 23888.1821825232 16573.4663200097 NA
"287" 1982 "84" 21796.2026593198 17078.1045557856 NA
"288" 1982 "85" 24383.9567938204 14901.8478484322 NA
"289" 1982 "86" 24504.4202923588 15923.4152983506 NA
"290" 1982 "87" 30330.8004487334 13274.3516076115 NA
"291" 1982 "88" 29710.5928866161 18321.1968025674 NA
"292" 1982 "89" 19114.2341589471 9149.02538721145 NA
"293" 1982 "90" 25733.8959698816 7629.16965602155 NA
"294" 1982 "91" 20657.6755026068 10772.622703111 NA
"295" 1982 "92" 17614.853833522 7370.52620613954 NA
"296" 1982 "93" 13869.3386240038 4751.67497805912 NA
"297" 1982 "94" 9619.53568885251 4009.47260783338 NA
"298" 1982 "95" 6753.13082659226 2816.56063994096 NA
"299" 1982 "96" 6914.77760260339 2541.26065600966 NA
"300" 1982 "97" 5731.35213281049 1995.27128092209 NA
"301" 1982 "98" 3064.29861012918 1448.8533853716 NA
"302" 1982 "99" 2905.22741030356 702.686438347769 NA
"303" 1982 "100" 2161.50683249614 748.361727769703 NA
"304" 1983 "0" 21418.2157334074 19914.7540427182 NA
"305" 1983 "1" 1368.91077618349 1578.95066010846 NA
"306" 1983 "2" 739.276207113344 1482.7443085383 NA
"307" 1983 "3" 577.294166589517 929.743059901614 NA
"308" 1983 "4" 467.89986258951 807.243871198319 NA
"309" 1983 "5" 318.828750226214 604.352051059012 NA
"310" 1983 "6" 381.901433990255 429.187213873463 NA
"311" 1983 "7" 302.678639968723 392.8799155265 NA
"312" 1983 "8" 302.638919913127 548.24599141153 NA
"313" 1983 "9" 307.663373440481 510.560363915067 NA
"314" 1983 "10" 350.155027088044 556.455979772012 NA
"315" 1983 "11" 256.111464631414 575.179960864025 NA
"316" 1983 "12" 421.989288332343 535.531952774592 NA
"317" 1983 "13" 388.838259367932 580.112679980205 NA
"318" 1983 "14" 435.286414450826 1048.80027366911 NA
"319" 1983 "15" 705.588573367793 847.21468680957 NA
"320" 1983 "16" 833.783102012552 1795.9825763253 NA
"321" 1983 "17" 1119.33463408656 2422.07719565269 NA
"322" 1983 "18" 1175.42212722841 2852.08389911794 NA
"323" 1983 "19" 1466.55499466687 2811.74556923003 NA
"324" 1983 "20" 938.654628017658 4322.54132374518 NA
"325" 1983 "21" 1383.27796538782 3338.76060685424 NA
"326" 1983 "22" 831.316742311541 3444.31951372484 NA
"327" 1983 "23" 1419.693080224 2740.89835626659 NA
"328" 1983 "24" 959.819709716431 4149.78049184625 NA
"329" 1983 "25" 1109.65944191114 3393.23939656221 NA
"330" 1983 "26" 1327.05148811551 3619.70768503663 NA
"331" 1983 "27" 1461.67587014627 2471.93814886459 NA
"332" 1983 "28" 1178.31678564049 3326.75856122757 NA
"333" 1983 "29" 1186.31435864304 3837.16044351403 NA
"334" 1983 "30" 1429.1390718784 3200.22167506878 NA
"335" 1983 "31" 1263.46849951515 4120.37056235791 NA
"336" 1983 "32" 1637.36198489866 3191.21149483518 NA
"337" 1983 "33" 2040.85108612353 4287.41535448963 NA
"338" 1983 "34" 1793.16818470886 3589.26644713816 NA
"339" 1983 "35" 1672.22296667502 3667.44295810522 NA
"340" 1983 "36" 1429.24814850257 4140.80687129467 NA
"341" 1983 "37" 1683.0476904573 3359.31619341689 NA
"342" 1983 "38" 1393.10733865532 2718.38297783869 NA
"343" 1983 "39" 2370.61407641369 3461.20371161555 NA
"344" 1983 "40" 2114.74719013084 5019.44905508761 NA
"345" 1983 "41" 2288.63274751951 3272.13450833651 NA
"346" 1983 "42" 2323.80462332385 4812.1816889582 NA
"347" 1983 "43" 2646.62959345345 4096.11282962034 NA
"348" 1983 "44" 1919.09752237317 4018.85602802785 NA
"349" 1983 "45" 2725.04479208019 5525.31201273158 NA
"350" 1983 "46" 2207.05378459762 6367.28561862423 NA
"351" 1983 "47" 3142.08509208733 4321.8728191953 NA
"352" 1983 "48" 3731.03014824158 7922.46417048253 NA
"353" 1983 "49" 4507.14748914932 8140.52057693329 NA
"354" 1983 "50" 4176.40010369252 8344.30898128813 NA
"355" 1983 "51" 6042.56230877004 10546.8224314062 NA
"356" 1983 "52" 4312.42893607822 8601.66653299762 NA
"357" 1983 "53" 7397.356862175 12363.2138891393 NA
"358" 1983 "54" 6300.6348541736 10727.7530460544 NA
"359" 1983 "55" 6655.23698228393 11185.3809521672 NA
"360" 1983 "56" 10417.9206673843 17763.7704314455 NA
"361" 1983 "57" 6756.23666421793 19003.9404231956 NA
"362" 1983 "58" 7448.84144801202 13837.7221338658 NA
"363" 1983 "59" 8936.10289853331 12714.4791700213 NA
"364" 1983 "60" 13441.8913987251 16161.8494332043 NA
"365" 1983 "61" 13152.5297211069 16795.7487810976 NA
"366" 1983 "62" 15672.145987604 19500.9338935169 NA
"367" 1983 "63" 10790.2335230706 27246.9740064773 NA
"368" 1983 "64" 16072.5743915689 21147.7798958629 NA
"369" 1983 "65" 16535.2259883261 27854.6076640903 NA
"370" 1983 "66" 16647.4672185004 24940.2904515608 NA
"371" 1983 "67" 11986.8057956501 23516.3426051526 NA
"372" 1983 "68" 17759.0285111594 23223.6387288047 NA
"373" 1983 "69" 20279.1123674359 27844.1668657874 NA
"374" 1983 "70" 22042.2630502248 35888.3001557278 NA
"375" 1983 "71" 15377.1496374873 29201.5360498349 NA
"376" 1983 "72" 17252.2982191925 36709.013870067 NA
"377" 1983 "73" 27537.2977656883 32393.8845402395 NA
"378" 1983 "74" 19568.6154667202 37532.3288573194 NA
"379" 1983 "75" 25904.6405700372 31744.9094837429 NA
"380" 1983 "76" 26821.3790457313 27388.9495550042 NA
"381" 1983 "77" 32454.0301150831 21857.8845158238 NA
"382" 1983 "78" 21663.3564244061 26580.28869563 NA
"383" 1983 "79" 21963.3222394447 31531.1427118972 NA
"384" 1983 "80" 29889.8474394047 28488.9430062678 NA
"385" 1983 "81" 24351.9607702215 19427.919616596 NA
"386" 1983 "82" 38772.1190480609 18956.3728426926 NA
"387" 1983 "83" 27415.7432471605 26502.0276515043 NA
"388" 1983 "84" 25701.7985157429 14451.7151210406 NA
"389" 1983 "85" 25922.9343357608 13694.0072510253 NA
"390" 1983 "86" 28801.0197018714 14809.0908575217 NA
"391" 1983 "87" 20993.5344123822 14570.3068224425 NA
"392" 1983 "88" 24950.8877363054 16244.5351611348 NA
"393" 1983 "89" 21991.8107761883 9873.5461191643 NA
"394" 1983 "90" 23188.3331945552 14249.4610559521 NA
"395" 1983 "91" 23698.518529763 6474.57156127151 NA
"396" 1983 "92" 14100.3351029383 5815.81855788604 NA
"397" 1983 "93" 16810.1697925511 5461.47390109204 NA
"398" 1983 "94" 10256.0810080577 5937.75562007814 NA
"399" 1983 "95" 7352.70123944435 3642.8030984706 NA
"400" 1983 "96" 8251.28500772564 2588.3343553723 NA
"401" 1983 "97" 6464.78403928004 2025.81068440382 NA
"402" 1983 "98" 3025.43937153065 1449.13903139583 NA
"403" 1983 "99" 3162.83066328504 715.337932763532 NA
"404" 1983 "100" 2446.2175650535 453.54161174516 NA
"405" 1984 "0" 22243.1321447911 17809.4032990869 NA
"406" 1984 "1" 1193.82465006395 1259.25538071741 NA
"407" 1984 "2" 926.115902871671 1337.74462322671 NA
"408" 1984 "3" 593.970387299256 932.864534943714 NA
"409" 1984 "4" 409.579633590165 544.78803947493 NA
"410" 1984 "5" 350.117209501506 714.592832737094 NA
"411" 1984 "6" 290.955335853116 515.535973784584 NA
"412" 1984 "7" 317.738092351647 459.279303967429 NA
"413" 1984 "8" 234.533702709723 349.387073294885 NA
"414" 1984 "9" 322.3548724403 338.258173060633 NA
"415" 1984 "10" 233.494696512586 520.998200436993 NA
"416" 1984 "11" 351.956156074952 365.630631154541 NA
"417" 1984 "12" 370.140481897297 439.075747040551 NA
"418" 1984 "13" 496.306459276207 800.984144325256 NA
"419" 1984 "14" 470.539838340387 957.29844282657 NA
"420" 1984 "15" 429.869058919963 971.246110391074 NA
"421" 1984 "16" 773.21279796635 1618.92636962582 NA
"422" 1984 "17" 1010.78104032349 2011.76932172073 NA
"423" 1984 "18" 678.529420422132 3036.63937164755 NA
"424" 1984 "19" 1340.88363872964 4035.95335641865 NA
"425" 1984 "20" 1198.72639686799 3400.9720214813 NA
"426" 1984 "21" 1329.40899849618 3678.55842116072 NA
"427" 1984 "22" 917.451845991779 2683.42177716001 NA
"428" 1984 "23" 1365.50423414422 4281.28140370473 NA
"429" 1984 "24" 1600.40363287138 3718.94260720283 NA
"430" 1984 "25" 1366.42879838904 2994.06038863822 NA
"431" 1984 "26" 1178.01678795968 3457.3889843318 NA
"432" 1984 "27" 1472.12272685827 2799.72709074377 NA
"433" 1984 "28" 1201.10401375727 4419.47434998375 NA
"434" 1984 "29" 1550.12569470823 4033.95205298111 NA
"435" 1984 "30" 1303.75616568664 3669.88386435344 NA
"436" 1984 "31" 1528.92992340866 3970.58134863485 NA
"437" 1984 "32" 1290.38444639808 4017.22505976026 NA
"438" 1984 "33" 1554.38084861087 4171.17583189057 NA
"439" 1984 "34" 2076.51312268885 3751.60688966845 NA
"440" 1984 "35" 2100.98224237449 4586.11568660112 NA
"441" 1984 "36" 1662.93944712055 4036.71445008406 NA
"442" 1984 "37" 2719.54501451332 3369.83126147613 NA
"443" 1984 "38" 1565.62865936355 4470.62170824216 NA
"444" 1984 "39" 2459.34321180694 3177.38799761617 NA
"445" 1984 "40" 2451.3080734556 3243.69234897123 NA
"446" 1984 "41" 2392.5293428205 3790.79498639021 NA
"447" 1984 "42" 1903.22581393061 4275.66129555402 NA
"448" 1984 "43" 3221.38561705776 4390.17631268522 NA
"449" 1984 "44" 2801.82113042022 4012.97611240162 NA
"450" 1984 "45" 3476.20046312174 4360.93654220171 NA
"451" 1984 "46" 2881.57814892872 5771.87021773847 NA
"452" 1984 "47" 3961.23179016381 6260.47342852387 NA
"453" 1984 "48" 4362.97222290976 4811.62046779863 NA
"454" 1984 "49" 3593.67756037161 7493.68557868693 NA
"455" 1984 "50" 4810.47676011326 6316.03227995029 NA
"456" 1984 "51" 4207.03936810233 7176.18134429049 NA
"457" 1984 "52" 4489.09250231799 8857.52695807056 NA
"458" 1984 "53" 7240.89448765509 10577.1771213321 NA
"459" 1984 "54" 6678.30084814725 8864.84434822225 NA
"460" 1984 "55" 6589.42963047045 12692.9586787818 NA
"461" 1984 "56" 5723.8393527966 10252.4555108552 NA
"462" 1984 "57" 9874.72703705837 12744.9353906053 NA
"463" 1984 "58" 9732.02956760668 20150.9082666996 NA
"464" 1984 "59" 9307.62878970097 17458.7272588062 NA
"465" 1984 "60" 9258.31977057089 17794.5905004119 NA
"466" 1984 "61" 9128.71113842059 22624.0923588941 NA
"467" 1984 "62" 14068.659588789 18204.2892073597 NA
"468" 1984 "63" 14605.2904879075 25725.8077728668 NA
"469" 1984 "64" 15491.124688455 18877.3698318435 NA
"470" 1984 "65" 13972.7147530152 23128.2763470621 NA
"471" 1984 "66" 11664.9408443238 30006.1747057017 NA
