"age" "year" "gender_name" "Freq" "unhealthy" "cohort"
"47" 96 1994 "female" 61 0.627918254309057 1898
"48" 97 1994 "female" 81 0.687049390811387 1897
"49" 98 1994 "female" 97 0.751748913453256 1896
"50" 99 1994 "female" 77 0.822541197818037 1895
"51" 100 1994 "female" 72 0.9 1894
"52" 50 1994 "male" 56 0.01 1944
"53" 51 1994 "male" 51 0.0108868430207819 1943
"54" 52 1994 "male" 93 0.0118523350959147 1942
"55" 53 1994 "male" 68 0.0129034511618927 1941
"56" 54 1994 "male" 88 0.0140477847225851 1940
"57" 55 1994 "male" 73 0.0152936027064522 1939
"58" 56 1994 "male" 99 0.016649905188735 1938
"59" 57 1994 "male" 89 0.0181264904100659 1937
"60" 58 1994 "male" 98 0.0197340255612096 1936
"61" 59 1994 "male" 96 0.0214841238452986 1935
"62" 60 1994 "male" 66 0.0233894283742802 1934
"63" 61 1994 "male" 63 0.025463703505661 1933
"64" 62 1994 "male" 97 0.0277219342793864 1932
"65" 63 1994 "male" 99 0.0301804346732112 1931
"66" 64 1994 "male" 75 0.0328569654586212 1930
"67" 65 1994 "male" 58 0.0357708625087262 1929
"68" 66 1994 "male" 75 0.0389431764850473 1928
"69" 67 1994 "male" 59 0.0423968249123314 1927
"70" 68 1994 "male" 82 0.0461567577400126 1926
"71" 69 1994 "male" 67 0.0502501375863776 1925
"72" 70 1994 "male" 84 0.0547065359675584 1924
"73" 71 1994 "male" 53 0.0595581469289566 1923
"74" 72 1994 "male" 82 0.0648400196224212 1922
"75" 73 1994 "male" 83 0.0705903115093716 1921
"76" 74 1994 "male" 89 0.076850564019062 1920
"77" 75 1994 "male" 81 0.0836660026534076 1919
"78" 76 1994 "male" 63 0.0910858637063968 1918
"79" 77 1994 "male" 75 0.0991637499583874 1917
"80" 78 1994 "male" 99 0.107958017914903 1916
"81" 79 1994 "male" 52 0.11753219938743 1915
"82" 80 1994 "male" 87 0.127955460461819 1914
"83" 81 1994 "male" 84 0.139303101169969 1913
"84" 82 1994 "male" 94 0.151657099474554 1912
"85" 83 1994 "male" 79 0.165106703496657 1911
"86" 84 1994 "male" 65 0.179749076264689 1910
"87" 85 1994 "male" 53 0.195689997642421 1909
"88" 86 1994 "male" 97 0.213044628507022 1908
"89" 87 1994 "male" 59 0.231938342697673 1907
"90" 88 1994 "male" 91 0.252507632744988 1906
"91" 89 1994 "male" 55 0.274901095924392 1905
"92" 90 1994 "male" 96 0.299280507756976 1904
"93" 91 1994 "male" 98 0.325821990713009 1903
"94" 92 1994 "male" 88 0.354717286561118 1902
"95" 93 1994 "male" 72 0.386175141554859 1901
"96" 94 1994 "male" 89 0.420422814463596 1900
"97" 95 1994 "male" 77 0.457707718342048 1899
"98" 96 1994 "male" 85 0.498299207899011 1898
"99" 97 1994 "male" 69 0.542490525377649 1897
"100" 98 1994 "male" 95 0.590600919004795 1896
"101" 99 1994 "male" 69 0.642977949313471 1895
"102" 100 1994 "male" 98 0.7 1894
"103" 50 1996 "female" 81 0.0101 1946
"104" 51 1996 "female" 61 0.011051118198229 1945
"105" 52 1996 "female" 77 0.0120918033100226 1944
"106" 53 1996 "female" 88 0.0132304898622571 1943
"107" 54 1996 "female" 62 0.0144764066622054 1942
"108" 55 1996 "female" 75 0.015839651595016 1941
"109" 56 1996 "female" 56 0.0173312734648801 1940
"110" 57 1996 "female" 54 0.0189633615431901 1939
"111" 58 1996 "female" 56 0.0207491435494599 1938
"112" 59 1996 "female" 72 0.022703092859119 1937
"113" 60 1996 "female" 75 0.0248410458070786 1936
"114" 61 1996 "female" 76 0.0271803300377868 1935
"115" 62 1996 "female" 59 0.0297399049420254 1934
"116" 63 1996 "female" 66 0.0325405153186553 1933
"117" 64 1996 "female" 91 0.0356048595067071 1932
"118" 65 1996 "female" 84 0.0389577733504909 1931
"119" 66 1996 "female" 74 0.042626431488722 1930
"120" 67 1996 "female" 66 0.0466405675990671 1929
"121" 68 1996 "female" 93 0.0510327153831467 1928
"122" 69 1996 "female" 84 0.0558384722451222 1927
"123" 70 1996 "female" 60 0.0610967878009283 1926
"124" 71 1996 "female" 73 0.0668502795564531 1925
"125" 72 1996 "female" 75 0.0731455783131699 1924
"126" 73 1996 "female" 59 0.0800337061006592 1923
"127" 74 1996 "female" 62 0.08757048969908 1922
"128" 75 1996 "female" 97 0.0958170131031019 1921
"129" 76 1996 "female" 54 0.10484011259442 1920
"130" 77 1996 "female" 97 0.114712918435304 1919
"131" 78 1996 "female" 62 0.1255154475735 1918
"132" 79 1996 "female" 80 0.137335252162214 1917
"133" 80 1996 "female" 74 0.150268129151309 1916
"134" 81 1996 "female" 59 0.164418896700778 1915
"135" 82 1996 "female" 63 0.179902243709179 1914
"136" 83 1996 "female" 61 0.196843659342251 1913
"137" 84 1996 "female" 65 0.215380450095361 1912
"138" 85 1996 "female" 66 0.235662852632832 1911
"139" 86 1996 "female" 95 0.257855251423491 1910
"140" 87 1996 "female" 71 0.282137511041095 1909
"141" 88 1996 "female" 99 0.308706433927652 1908
"142" 89 1996 "female" 97 0.337777355434481 1907
"143" 90 1996 "female" 97 0.369585889068481 1906
"144" 91 1996 "female" 59 0.40438983608845 1905
"145" 92 1996 "female" 98 0.442471274928309 1904
"146" 93 1996 "female" 85 0.484138847381568 1903
"147" 94 1996 "female" 59 0.529730260076046 1902
"148" 95 1996 "female" 52 0.579615021512771 1901
"149" 96 1996 "female" 96 0.634197436852148 1900
"150" 97 1996 "female" 95 0.693919884719501 1899
"151" 98 1996 "female" 70 0.759266402587789 1898
"152" 99 1996 "female" 54 0.830766609796218 1897
"153" 100 1996 "female" 57 0.909 1896
"154" 50 1996 "male" 84 0.0101 1946
"155" 51 1996 "male" 96 0.0109957114509897 1945
"156" 52 1996 "male" 80 0.0119708584468738 1944
"157" 53 1996 "male" 72 0.0130324856735116 1943
"158" 54 1996 "male" 95 0.014188262569811 1942
"159" 55 1996 "male" 82 0.0154465387335167 1941
"160" 56 1996 "male" 61 0.0168164042406223 1940
"161" 57 1996 "male" 53 0.0183077553141666 1939
"162" 58 1996 "male" 65 0.0199313658168217 1938
"163" 59 1996 "male" 75 0.0216989650837516 1937
"164" 60 1996 "male" 87 0.023623322658023 1936
"165" 61 1996 "male" 83 0.0257183405407176 1935
"166" 62 1996 "male" 54 0.0279991536221803 1934
"167" 63 1996 "male" 88 0.0304822390199433 1933
"168" 64 1996 "male" 97 0.0331855351132075 1932
"169" 65 1996 "male" 59 0.0361285711338134 1931
"170" 66 1996 "male" 81 0.0393326082498978 1930
"171" 67 1996 "male" 83 0.0428207931614547 1929
"172" 68 1996 "male" 52 0.0466183253174128 1928
"173" 69 1996 "male" 61 0.0507526389622414 1927
"174" 70 1996 "male" 57 0.055253601327234 1926
"175" 71 1996 "male" 78 0.0601537283982461 1925
"176" 72 1996 "male" 75 0.0654884198186454 1924
"177" 73 1996 "male" 90 0.0712962146244653 1923
"178" 74 1996 "male" 80 0.0776190696592527 1922
"179" 75 1996 "male" 71 0.0845026626799416 1921
"180" 76 1996 "male" 70 0.0919967223434607 1920
"181" 77 1996 "male" 82 0.100155387457971 1919
"182" 78 1996 "male" 80 0.109037598094052 1918
"183" 79 1996 "male" 67 0.118707521381305 1917
"184" 80 1996 "male" 82 0.129235015066437 1916
"185" 81 1996 "male" 94 0.140696132181668 1915
"186" 82 1996 "male" 59 0.1531736704693 1914
"187" 83 1996 "male" 80 0.166757770531624 1913
"188" 84 1996 "male" 73 0.181546567027335 1912
"189" 85 1996 "male" 64 0.197646897618846 1911
"190" 86 1996 "male" 74 0.215175074792092 1910
"191" 87 1996 "male" 51 0.23425772612465 1909
"192" 88 1996 "male" 74 0.255032709072438 1908
"193" 89 1996 "male" 77 0.277650106883636 1907
"194" 90 1996 "male" 88 0.302273312834546 1906
"195" 91 1996 "male" 92 0.329080210620139 1905
"196" 92 1996 "male" 76 0.358264459426729 1904
"197" 93 1996 "male" 98 0.390036892970407 1903
"198" 94 1996 "male" 65 0.424627042608232 1902
"199" 95 1996 "male" 61 0.462284795525468 1901
"200" 96 1996 "male" 72 0.503282199978002 1900
"201" 97 1996 "male" 69 0.547915430631425 1899
"202" 98 1996 "male" 98 0.596506928194843 1898
"203" 99 1996 "male" 59 0.649407728806606 1897
"204" 100 1996 "male" 84 0.707 1896
"205" 50 1998 "female" 71 0.0102 1948
"206" 51 1998 "female" 91 0.0111605352100927 1947
"207" 52 1998 "female" 74 0.0122115241348743 1946
"208" 53 1998 "female" 77 0.0133614848113884 1945
"209" 54 1998 "female" 86 0.0146197374212371 1944
"210" 55 1998 "female" 74 0.01599647982863 1943
"211" 56 1998 "female" 62 0.0175028702318591 1942
"212" 57 1998 "female" 69 0.0191511175980732 1941
"213" 58 1998 "female" 54 0.020954580614306 1940
"214" 59 1998 "female" 92 0.0229278759567341 1939
"215" 60 1998 "female" 98 0.0250869967556635 1938
"216" 61 1998 "female" 78 0.0274494422163788 1937
"217" 62 1998 "female" 100 0.0300343594464019 1936
"218" 63 1998 "female" 98 0.032862698638642 1935
"219" 64 1998 "female" 54 0.0359573828681596 1934
"220" 65 1998 "female" 84 0.0393434938787136 1933
"221" 66 1998 "female" 94 0.0430484753648479 1932
"222" 67 1998 "female" 90 0.0471023553970777 1931
"223" 68 1998 "female" 51 0.0515379897928808 1930
"224" 69 1998 "female" 80 0.056391328405965 1929
"225" 70 1998 "female" 98 0.0617017064920266 1928
"226" 71 1998 "female" 83 0.0675121635124575 1927
"227" 72 1998 "female" 89 0.0738697919598349 1926
"228" 73 1998 "female" 71 0.0808261190323489 1925
"229" 74 1998 "female" 87 0.088437524250556 1924
"230" 75 1998 "female" 84 0.0967656964011524 1923
"231" 76 1998 "female" 63 0.105878133511196 1922
"232" 77 1998 "female" 75 0.11584868990496 1921
"233" 78 1998 "female" 94 0.126758174777198 1920
"234" 79 1998 "female" 55 0.138695007134118 1919
"235" 80 1998 "female" 52 0.151755932410233 1918
"236" 81 1998 "female" 79 0.166046806569103 1917
"237" 82 1998 "female" 76 0.181683454042933 1916
"238" 83 1998 "female" 91 0.198792606464452 1915
"239" 84 1998 "female" 54 0.217512929799276 1914
"240" 85 1998 "female" 64 0.237996148203454 1913
"241" 86 1998 "female" 53 0.260408273714812 1912
"242" 87 1998 "female" 91 0.284930951744472 1911
"243" 88 1998 "female" 100 0.31176293327347 1910
"244" 89 1998 "female" 79 0.341121685686307 1909
"245" 90 1998 "female" 57 0.373245155296882 1908
"246" 91 1998 "female" 73 0.408393695851702 1907
"247" 92 1998 "female" 63 0.446852178640471 1906
"248" 93 1998 "female" 76 0.488932301316039 1905
"249" 94 1998 "female" 76 0.534975114136205 1904
"250" 95 1998 "female" 58 0.585353784102006 1903
"251" 96 1998 "female" 82 0.640476619395238 1902
"252" 97 1998 "female" 72 0.700790378627615 1901
"253" 98 1998 "female" 56 0.766783891722322 1900
"254" 99 1998 "female" 82 0.838992021774398 1899
"255" 100 1998 "female" 84 0.918 1898
"256" 50 1998 "male" 72 0.0102 1948
"257" 51 1998 "male" 98 0.0111045798811975 1947
"258" 52 1998 "male" 69 0.012089381797833 1946
"259" 53 1998 "male" 91 0.0131615201851305 1945
"260" 54 1998 "male" 80 0.0143287404170368 1944
"261" 55 1998 "male" 73 0.0155994747605812 1943
"262" 56 1998 "male" 78 0.0169829032925097 1942
"263" 57 1998 "male" 70 0.0184890202182673 1941
"264" 58 1998 "male" 61 0.0201287060724338 1940
"265" 59 1998 "male" 62 0.0219138063222045 1939
"266" 60 1998 "male" 85 0.0238572169417658 1938
"267" 61 1998 "male" 58 0.0259729775757742 1937
"268" 62 1998 "male" 75 0.0282763729649742 1936
"269" 63 1998 "male" 66 0.0307840433666754 1935
"270" 64 1998 "male" 82 0.0335141047677937 1934
"271" 65 1998 "male" 58 0.0364862797589007 1933
"272" 66 1998 "male" 91 0.0397220400147483 1932
"273" 67 1998 "male" 97 0.0432447614105781 1931
"274" 68 1998 "male" 100 0.0470798928948129 1930
"275" 69 1998 "male" 60 0.0512551403381052 1929
"276" 70 1998 "male" 53 0.0558006666869096 1928
"277" 71 1998 "male" 58 0.0607493098675357 1927
"278" 72 1998 "male" 50 0.0661368200148696 1926
"279" 73 1998 "male" 57 0.072002117739559 1925
"280" 74 1998 "male" 70 0.0783875752994433 1924
"281" 75 1998 "male" 80 0.0853393227064757 1923
"282" 76 1998 "male" 92 0.0929075809805247 1922
"283" 77 1998 "male" 93 0.101147024957555 1921
"284" 78 1998 "male" 75 0.110117178273201 1920
"285" 79 1998 "male" 62 0.119882843375179 1919
"286" 80 1998 "male" 82 0.130514569671055 1918
"287" 81 1998 "male" 61 0.142089163193368 1917
"288" 82 1998 "male" 81 0.154690241464045 1916
"289" 83 1998 "male" 77 0.168408837566591 1915
"290" 84 1998 "male" 76 0.183344057789982 1914
"291" 85 1998 "male" 94 0.19960379759527 1913
"292" 86 1998 "male" 69 0.217305521077162 1912
"293" 87 1998 "male" 80 0.236577109551627 1911
"294" 88 1998 "male" 66 0.257557785399888 1910
"295" 89 1998 "male" 93 0.28039911784288 1909
"296" 90 1998 "male" 83 0.305266117912115 1908
"297" 91 1998 "male" 94 0.332338430527269 1907
"298" 92 1998 "male" 52 0.36181163229234 1906
"299" 93 1998 "male" 86 0.393898644385956 1905
"300" 94 1998 "male" 53 0.428831270752868 1904
"301" 95 1998 "male" 88 0.466861872708889 1903
"302" 96 1998 "male" 91 0.508265192056992 1902
"303" 97 1998 "male" 70 0.553340335885202 1901
"304" 98 1998 "male" 90 0.602412937384891 1900
"305" 99 1998 "male" 73 0.65583750829974 1899
"306" 100 1998 "male" 85 0.714 1898
"307" 50 2000 "female" 56 0.0103 1950
"308" 51 2000 "female" 74 0.0112699522219563 1949
"309" 52 2000 "female" 96 0.0123312449597261 1948
"310" 53 2000 "female" 75 0.0134924797605197 1947
"311" 54 2000 "female" 90 0.0147630681802689 1946
"312" 55 2000 "female" 72 0.0161533080622441 1945
"313" 56 2000 "female" 53 0.0176744669988381 1944
"314" 57 2000 "female" 92 0.0193388736529563 1943
"315" 58 2000 "female" 84 0.0211600176791521 1942
"316" 59 2000 "female" 76 0.0231526590543491 1941
"317" 60 2000 "female" 54 0.0253329477042485 1940
"318" 61 2000 "female" 65 0.0277185543949707 1939
"319" 62 2000 "female" 91 0.0303288139507784 1938
"320" 63 2000 "female" 69 0.0331848819586287 1937
"321" 64 2000 "female" 84 0.0363099062296122 1936
"322" 65 2000 "female" 80 0.0397292144069363 1935
"323" 66 2000 "female" 95 0.0434705192409739 1934
"324" 67 2000 "female" 50 0.0475641431950883 1933
"325" 68 2000 "female" 70 0.0520432642026149 1932
"326" 69 2000 "female" 87 0.0569441845668078 1931
"327" 70 2000 "female" 95 0.0623066251831249 1930
"328" 71 2000 "female" 92 0.068174047468462 1929
"329" 72 2000 "female" 61 0.0745940056065 1928
"330" 73 2000 "female" 82 0.0816185319640386 1927
"331" 74 2000 "female" 94 0.089304558802032 1926
"332" 75 2000 "female" 67 0.097714379699203 1925
"333" 76 2000 "female" 90 0.106916154427973 1924
"334" 77 2000 "female" 51 0.116984461374617 1923
"335" 78 2000 "female" 59 0.128000901980896 1922
"336" 79 2000 "female" 83 0.140054762106021 1921
"337" 80 2000 "female" 64 0.153243735669157 1920
"338" 81 2000 "female" 91 0.167674716437427 1919
"339" 82 2000 "female" 78 0.183464664376687 1918
"340" 83 2000 "female" 60 0.200741553586652 1917
"341" 84 2000 "female" 69 0.21964540950319 1916
"342" 85 2000 "female" 93 0.240329443774076 1915
"343" 86 2000 "female" 78 0.262961296006134 1914
"344" 87 2000 "female" 78 0.287724392447849 1913
"345" 88 2000 "female" 54 0.314819432619288 1912
"346" 89 2000 "female" 59 0.344466015938134 1911
"347" 90 2000 "female" 96 0.376904421525283 1910
"348" 91 2000 "female" 84 0.412397555614954 1909
"349" 92 2000 "female" 95 0.451233082352632 1908
"350" 93 2000 "female" 84 0.49372575525051 1907
"351" 94 2000 "female" 82 0.540219968196364 1906
"352" 95 2000 "female" 59 0.591092546691242 1905
"353" 96 2000 "female" 50 0.646755801938329 1904
"354" 97 2000 "female" 70 0.707660872535729 1903
"355" 98 2000 "female" 69 0.774301380856854 1902
"356" 99 2000 "female" 80 0.847217433752579 1901
"357" 100 2000 "female" 68 0.927 1900
"358" 50 2000 "male" 84 0.0103 1950
"359" 51 2000 "male" 91 0.0112134483114053 1949
"360" 52 2000 "male" 77 0.0122079051487921 1948
"361" 53 2000 "male" 56 0.0132905546967495 1947
"362" 54 2000 "male" 74 0.0144692182642627 1946
"363" 55 2000 "male" 61 0.0157524107876458 1945
"364" 56 2000 "male" 56 0.0171494023443971 1944
"365" 57 2000 "male" 52 0.0186702851223679 1943
"366" 58 2000 "male" 60 0.0203260463280459 1942
"367" 59 2000 "male" 95 0.0221286475606575 1941
"368" 60 2000 "male" 52 0.0240911112255086 1940
"369" 61 2000 "male" 57 0.0262276146108308 1939
"370" 62 2000 "male" 76 0.028553592307768 1938
"371" 63 2000 "male" 93 0.0310858477134075 1937
"372" 64 2000 "male" 67 0.0338426744223799 1936
"373" 65 2000 "male" 61 0.036843988383988 1935
"374" 66 2000 "male" 55 0.0401114717795987 1934
"375" 67 2000 "male" 55 0.0436687296597014 1933
"376" 68 2000 "male" 99 0.047541460472213 1932
"377" 69 2000 "male" 97 0.051757641713969 1931
"378" 70 2000 "male" 94 0.0563477320465852 1930
"379" 71 2000 "male" 81 0.0613448913368253 1929
"380" 72 2000 "male" 51 0.0667852202110938 1928
"381" 73 2000 "male" 82 0.0727080208546527 1927
"382" 74 2000 "male" 69 0.0791560809396339 1926
"383" 75 2000 "male" 68 0.0861759827330098 1925
"384" 76 2000 "male" 69 0.0938184396175887 1924
"385" 77 2000 "male" 63 0.102138662457139 1923
"386" 78 2000 "male" 88 0.11119675845235 1922
"387" 79 2000 "male" 52 0.121058165369053 1921
"388" 80 2000 "male" 51 0.131794124275674 1920
"389" 81 2000 "male" 81 0.143482194205068 1919
"390" 82 2000 "male" 92 0.156206812458791 1918
"391" 83 2000 "male" 70 0.170059904601557 1917
"392" 84 2000 "male" 65 0.185141548552629 1916
"393" 85 2000 "male" 69 0.201560697571694 1915
"394" 86 2000 "male" 95 0.219435967362232 1914
"395" 87 2000 "male" 56 0.238896492978604 1913
"396" 88 2000 "male" 51 0.260082861727338 1912
"397" 89 2000 "male" 70 0.283148128802124 1911
"398" 90 2000 "male" 96 0.308258922989685 1910
"399" 91 2000 "male" 68 0.335596650434399 1909
"400" 92 2000 "male" 75 0.365358805157951 1908
"401" 93 2000 "male" 76 0.397760395801504 1907
"402" 94 2000 "male" 80 0.433035498897504 1906
"403" 95 2000 "male" 86 0.471438949892309 1905
"404" 96 2000 "male" 77 0.513248184135982 1904
"405" 97 2000 "male" 76 0.558765241138978 1903
"406" 98 2000 "male" 61 0.608318946574939 1902
"407" 99 2000 "male" 60 0.662267287792875 1901
"408" 100 2000 "male" 58 0.721 1900
"409" 50 2002 "female" 79 0.0104 1952
"410" 51 2002 "female" 93 0.01137936923382 1951
"411" 52 2002 "female" 85 0.0124509657845778 1950
"412" 53 2002 "female" 99 0.0136234747096509 1949
"413" 54 2002 "female" 99 0.0149063989393006 1948
"414" 55 2002 "female" 55 0.0163101362958581 1947
"415" 56 2002 "female" 73 0.0178460637658171 1946
"416" 57 2002 "female" 52 0.0195266297078393 1945
"417" 58 2002 "female" 50 0.0213654547439983 1944
"418" 59 2002 "female" 88 0.0233774421519642 1943
"419" 60 2002 "female" 74 0.0255788986528334 1942
"420" 61 2002 "female" 92 0.0279876665735627 1941
"421" 62 2002 "female" 93 0.0306232684551549 1940
"422" 63 2002 "female" 75 0.0335070652786153 1939
"423" 64 2002 "female" 99 0.0366624295910647 1938
"424" 65 2002 "female" 70 0.040114934935159 1937
"425" 66 2002 "female" 95 0.0438925631170998 1936
"426" 67 2002 "female" 53 0.0480259309930988 1935
"427" 68 2002 "female" 64 0.0525485386123491 1934
"428" 69 2002 "female" 89 0.0574970407276506 1933
"429" 70 2002 "female" 69 0.0629115438742232 1932
"430" 71 2002 "female" 98 0.0688359314244665 1931
"431" 72 2002 "female" 54 0.075318219253165 1930
"432" 73 2002 "female" 55 0.0824109448957283 1929
"433" 74 2002 "female" 63 0.0901715933535081 1928
"434" 75 2002 "female" 68 0.0986630629972535 1927
"435" 76 2002 "female" 96 0.107954175344749 1926
"436" 77 2002 "female" 58 0.118120232844273 1925
"437" 78 2002 "female" 82 0.129243629184594 1924
"438" 79 2002 "female" 85 0.141414517077924 1923
"439" 80 2002 "female" 72 0.15473153892808 1922
"440" 81 2002 "female" 58 0.169302626305752 1921
"441" 82 2002 "female" 60 0.185245874710442 1920
"442" 83 2002 "female" 74 0.202690500708853 1919
"443" 84 2002 "female" 65 0.221777889207105 1918
"444" 85 2002 "female" 74 0.242662739344698 1917
"445" 86 2002 "female" 70 0.265514318297456 1916
"446" 87 2002 "female" 74 0.290517833151226 1915
"447" 88 2002 "female" 74 0.317875931965107 1914
"448" 89 2002 "female" 94 0.34781034618996 1913
"449" 90 2002 "female" 53 0.380563687753684 1912
"450" 91 2002 "female" 81 0.416401415378206 1911
"451" 92 2002 "female" 67 0.455613986064794 1910
"452" 93 2002 "female" 66 0.498519209184981 1909
"453" 94 2002 "female" 81 0.545464822256523 1908
"454" 95 2002 "female" 88 0.596831309280477 1907
"455" 96 2002 "female" 55 0.653034984481419 1906
"456" 97 2002 "female" 87 0.714531366443843 1905
"457" 98 2002 "female" 78 0.781818869991387 1904
"458" 99 2002 "female" 52 0.855442845730759 1903
"459" 100 2002 "female" 100 0.936 1902
"460" 50 2002 "male" 56 0.0104 1952
"461" 51 2002 "male" 95 0.0113223167416132 1951
"462" 52 2002 "male" 81 0.0123264284997513 1950
"463" 53 2002 "male" 56 0.0134195892083684 1949
"464" 54 2002 "male" 81 0.0146096961114885 1948
"465" 55 2002 "male" 91 0.0159053468147103 1947
"466" 56 2002 "male" 93 0.0173159013962844 1946
"467" 57 2002 "male" 80 0.0188515500264686 1945
"468" 58 2002 "male" 67 0.020523386583658 1944
"469" 59 2002 "male" 70 0.0223434887991105 1943
"470" 60 2002 "male" 95 0.0243250055092514 1942
"471" 61 2002 "male" 80 0.0264822516458874 1941
"472" 62 2002 "male" 95 0.0288308116505619 1940
"473" 63 2002 "male" 94 0.0313876520601396 1939
"474" 64 2002 "male" 67 0.0341712440769661 1938
"475" 65 2002 "male" 98 0.0372016970090752 1937
"476" 66 2002 "male" 80 0.0405009035444492 1936
"477" 67 2002 "male" 74 0.0440926979088247 1935
"478" 68 2002 "male" 55 0.0480030280496132 1934
"479" 69 2002 "male" 58 0.0522601430898327 1933
"480" 70 2002 "male" 67 0.0568947974062607 1932
"481" 71 2002 "male" 62 0.0619404728061148 1931
"482" 72 2002 "male" 83 0.0674336204073181 1930
"483" 73 2002 "male" 87 0.0734139239697465 1929
"484" 74 2002 "male" 93 0.0799245865798245 1928
"485" 75 2002 "male" 66 0.0870126427595439 1927
"486" 76 2002 "male" 58 0.0947292982546526 1926
"487" 77 2002 "male" 76 0.103130299956723 1925
"488" 78 2002 "male" 96 0.112276338631499 1924
"489" 79 2002 "male" 90 0.122233487362928 1923
"490" 80 2002 "male" 88 0.133073678880292 1922
"491" 81 2002 "male" 100 0.144875225216767 1921
"492" 82 2002 "male" 62 0.157723383453537 1920
"493" 83 2002 "male" 76 0.171710971636524 1919
"494" 84 2002 "male" 57 0.186939039315276 1918
"495" 85 2002 "male" 82 0.203517597548118 1917
"496" 86 2002 "male" 88 0.221566413647302 1916
"497" 87 2002 "male" 61 0.24121587640558 1915
"498" 88 2002 "male" 63 0.262607938054788 1914
"499" 89 2002 "male" 63 0.285897139761368 1913
"500" 90 2002 "male" 82 0.311251728067255 1912
"501" 91 2002 "male" 98 0.338854870341529 1911
"502" 92 2002 "male" 82 0.368905978023562 1910
"503" 93 2002 "male" 90 0.401622147217053 1909
"504" 94 2002 "male" 54 0.43723972704214 1908
"505" 95 2002 "male" 58 0.476016027075729 1907
"506" 96 2002 "male" 68 0.518231176214972 1906
"507" 97 2002 "male" 73 0.564190146392755 1905
"508" 98 2002 "male" 85 0.614224955764986 1904
"509" 99 2002 "male" 69 0.66869706728601 1903
"510" 100 2002 "male" 78 0.728 1902
"511" 50 2004 "female" 96 0.0105 1954
"512" 51 2004 "female" 64 0.0114887862456836 1953
"513" 52 2004 "female" 98 0.0125706866094295 1952
"514" 53 2004 "female" 82 0.0137544696587822 1951
"515" 54 2004 "female" 68 0.0150497296983323 1950
"516" 55 2004 "female" 61 0.0164669645294721 1949
"517" 56 2004 "female" 73 0.0180176605327961 1948
"518" 57 2004 "female" 77 0.0197143857627224 1947
"519" 58 2004 "female" 56 0.0215708918088444 1946
"520" 59 2004 "female" 71 0.0236022252495792 1945
"521" 60 2004 "female" 99 0.0258248496014183 1944
"522" 61 2004 "female" 90 0.0282567787521546 1943
"523" 62 2004 "female" 97 0.0309177229595314 1942
"524" 63 2004 "female" 83 0.033829248598602 1941
"525" 64 2004 "female" 87 0.0370149529525173 1940
"526" 65 2004 "female" 62 0.0405006554633816 1939
"527" 66 2004 "female" 93 0.0443146069932258 1938
"528" 67 2004 "female" 96 0.0484877187911094 1937
"529" 68 2004 "female" 81 0.0530538130220832 1936
